time x1 y1 x2 y2 E
2.000000000000000111e-01 2.737010404793600582e-01 -2.916980295451371830e-01 6.280727550207503285e-01 -1.061698970881014281e-01 1.274768955545664113e+02
2.099999999999999922e-01 -2.332763718946793442e-03 -3.999931977089505319e-01 4.188925428741223367e-02 -2.445196678326211348e-03 4.987156491881582042e+03
2.200000000000000011e-01 -2.038992851204447510e-01 -3.441294546059253112e-01 -4.404750604153053750e-01 -2.158968567248720216e-02 4.256757795582988365e+03
2.300000000000000100e-01 3.988895285413638359e-01 -2.978496298551501845e-02 1.857825441180225579e-01 -3.682896353166215664e-01 7.195494021438091520e+17
2.399999999999999911e-01 1.572009988080281806e-01 3.678149615958523633e-01 3.914685587445388970e-01 6.920351188368749629e-01 6.524830692790721818e+245
2.500000000000000000e-01 nan nan nan nan nan
2.600000000000000089e-01 nan nan nan nan nan
2.700000000000000178e-01 nan nan nan nan nan
2.800000000000000266e-01 nan nan nan nan nan
2.899999999999999800e-01 nan nan nan nan nan
2.999999999999999889e-01 nan nan nan nan nan
3.099999999999999978e-01 nan nan nan nan nan
3.200000000000000067e-01 nan nan nan nan nan
3.300000000000000155e-01 nan nan nan nan nan
3.400000000000000244e-01 nan nan nan nan nan
3.500000000000000333e-01 nan nan nan nan nan
3.599999999999999867e-01 nan nan nan nan nan
3.699999999999999956e-01 nan nan nan nan nan
3.800000000000000044e-01 nan nan nan nan nan
3.900000000000000133e-01 nan nan nan nan nan
4.000000000000000222e-01 nan nan nan nan nan
4.100000000000000311e-01 nan nan nan nan nan
4.199999999999999845e-01 nan nan nan nan nan
4.299999999999999933e-01 nan nan nan nan nan
4.400000000000000022e-01 nan nan nan nan nan
4.500000000000000111e-01 nan nan nan nan nan
4.600000000000000200e-01 nan nan nan nan nan
4.700000000000000289e-01 nan nan nan nan nan
4.799999999999999822e-01 nan nan nan nan nan
4.899999999999999911e-01 nan nan nan nan nan
5.000000000000000000e-01 nan nan nan nan nan
5.100000000000000089e-01 nan nan nan nan nan
5.200000000000000178e-01 nan nan nan nan nan
5.300000000000000266e-01 nan nan nan nan nan
5.400000000000000355e-01 nan nan nan nan nan
5.500000000000000444e-01 nan nan nan nan nan
5.600000000000000533e-01 nan nan nan nan nan
5.700000000000000622e-01 nan nan nan nan nan
5.799999999999999600e-01 nan nan nan nan nan
5.899999999999999689e-01 nan nan nan nan nan
5.999999999999999778e-01 nan nan nan nan nan
6.099999999999999867e-01 nan nan nan nan nan
6.199999999999999956e-01 nan nan nan nan nan
6.300000000000000044e-01 nan nan nan nan nan
6.400000000000000133e-01 nan nan nan nan nan
6.500000000000000222e-01 nan nan nan nan nan
6.600000000000000311e-01 nan nan nan nan nan
6.700000000000000400e-01 nan nan nan nan nan
6.800000000000000488e-01 nan nan nan nan nan
6.900000000000000577e-01 nan nan nan nan nan
7.000000000000000666e-01 nan nan nan nan nan
7.099999999999999645e-01 nan nan nan nan nan
7.199999999999999734e-01 nan nan nan nan nan
7.299999999999999822e-01 nan nan nan nan nan
7.399999999999999911e-01 nan nan nan nan nan
7.500000000000000000e-01 nan nan nan nan nan
7.600000000000000089e-01 nan nan nan nan nan
7.700000000000000178e-01 nan nan nan nan nan
7.800000000000000266e-01 nan nan nan nan nan
7.900000000000000355e-01 nan nan nan nan nan
8.000000000000000444e-01 nan nan nan nan nan
8.100000000000000533e-01 nan nan nan nan nan
8.200000000000000622e-01 nan nan nan nan nan
8.300000000000000711e-01 nan nan nan nan nan
8.399999999999999689e-01 nan nan nan nan nan
8.499999999999999778e-01 nan nan nan nan nan
8.599999999999999867e-01 nan nan nan nan nan
8.699999999999999956e-01 nan nan nan nan nan
8.800000000000000044e-01 nan nan nan nan nan
8.900000000000000133e-01 nan nan nan nan nan
9.000000000000000222e-01 nan nan nan nan nan
9.100000000000000311e-01 nan nan nan nan nan
9.200000000000000400e-01 nan nan nan nan nan
9.300000000000000488e-01 nan nan nan nan nan
9.400000000000000577e-01 nan nan nan nan nan
9.500000000000000666e-01 nan nan nan nan nan
9.599999999999999645e-01 nan nan nan nan nan
9.699999999999999734e-01 nan nan nan nan nan
9.799999999999999822e-01 nan nan nan nan nan
9.899999999999999911e-01 nan nan nan nan nan
1.000000000000000000e+00 nan nan nan nan nan
1.010000000000000009e+00 nan nan nan nan nan
1.020000000000000018e+00 nan nan nan nan nan
1.030000000000000027e+00 nan nan nan nan nan
1.040000000000000036e+00 nan nan nan nan nan
1.050000000000000044e+00 nan nan nan nan nan
1.060000000000000053e+00 nan nan nan nan nan
1.070000000000000062e+00 nan nan nan nan nan
1.080000000000000071e+00 nan nan nan nan nan
1.090000000000000080e+00 nan nan nan nan nan
1.100000000000000089e+00 nan nan nan nan nan
1.110000000000000098e+00 nan nan nan nan nan
1.120000000000000107e+00 nan nan nan nan nan
1.130000000000000115e+00 nan nan nan nan nan
1.140000000000000124e+00 nan nan nan nan nan
1.150000000000000133e+00 nan nan nan nan nan
1.159999999999999920e+00 nan nan nan nan nan
1.169999999999999929e+00 nan nan nan nan nan
1.179999999999999938e+00 nan nan nan nan nan
1.189999999999999947e+00 nan nan nan nan nan
1.199999999999999956e+00 nan nan nan nan nan
1.209999999999999964e+00 nan nan nan nan nan
1.219999999999999973e+00 nan nan nan nan nan
1.229999999999999982e+00 nan nan nan nan nan
1.239999999999999991e+00 nan nan nan nan nan
1.250000000000000000e+00 nan nan nan nan nan
1.260000000000000009e+00 nan nan nan nan nan
1.270000000000000018e+00 nan nan nan nan nan
1.280000000000000027e+00 nan nan nan nan nan
1.290000000000000036e+00 nan nan nan nan nan
1.300000000000000044e+00 nan nan nan nan nan
1.310000000000000053e+00 nan nan nan nan nan
1.320000000000000062e+00 nan nan nan nan nan
1.330000000000000071e+00 nan nan nan nan nan
1.340000000000000080e+00 nan nan nan nan nan
1.350000000000000089e+00 nan nan nan nan nan
1.360000000000000098e+00 nan nan nan nan nan
1.370000000000000107e+00 nan nan nan nan nan
1.380000000000000115e+00 nan nan nan nan nan
1.390000000000000124e+00 nan nan nan nan nan
1.400000000000000133e+00 nan nan nan nan nan
1.409999999999999920e+00 nan nan nan nan nan
1.419999999999999929e+00 nan nan nan nan nan
1.429999999999999938e+00 nan nan nan nan nan
1.439999999999999947e+00 nan nan nan nan nan
1.449999999999999956e+00 nan nan nan nan nan
1.459999999999999964e+00 nan nan nan nan nan
1.469999999999999973e+00 nan nan nan nan nan
1.479999999999999982e+00 nan nan nan nan nan
1.489999999999999991e+00 nan nan nan nan nan
1.500000000000000000e+00 nan nan nan nan nan
1.510000000000000009e+00 nan nan nan nan nan
1.520000000000000018e+00 nan nan nan nan nan
1.530000000000000027e+00 nan nan nan nan nan
1.540000000000000036e+00 nan nan nan nan nan
1.550000000000000044e+00 nan nan nan nan nan
1.560000000000000053e+00 nan nan nan nan nan
1.570000000000000062e+00 nan nan nan nan nan
1.580000000000000071e+00 nan nan nan nan nan
1.590000000000000080e+00 nan nan nan nan nan
1.600000000000000089e+00 nan nan nan nan nan
1.610000000000000098e+00 nan nan nan nan nan
1.620000000000000107e+00 nan nan nan nan nan
1.630000000000000115e+00 nan nan nan nan nan
1.640000000000000124e+00 nan nan nan nan nan
1.650000000000000133e+00 nan nan nan nan nan
1.660000000000000142e+00 nan nan nan nan nan
1.669999999999999929e+00 nan nan nan nan nan
1.679999999999999938e+00 nan nan nan nan nan
1.689999999999999947e+00 nan nan nan nan nan
1.699999999999999956e+00 nan nan nan nan nan
1.709999999999999964e+00 nan nan nan nan nan
1.719999999999999973e+00 nan nan nan nan nan
1.729999999999999982e+00 nan nan nan nan nan
1.739999999999999991e+00 nan nan nan nan nan
1.750000000000000000e+00 nan nan nan nan nan
1.760000000000000009e+00 nan nan nan nan nan
1.770000000000000018e+00 nan nan nan nan nan
1.780000000000000027e+00 nan nan nan nan nan
1.790000000000000036e+00 nan nan nan nan nan
1.800000000000000044e+00 nan nan nan nan nan
1.810000000000000053e+00 nan nan nan nan nan
1.820000000000000062e+00 nan nan nan nan nan
1.830000000000000071e+00 nan nan nan nan nan
1.840000000000000080e+00 nan nan nan nan nan
1.850000000000000089e+00 nan nan nan nan nan
1.860000000000000098e+00 nan nan nan nan nan
1.870000000000000107e+00 nan nan nan nan nan
1.880000000000000115e+00 nan nan nan nan nan
1.890000000000000124e+00 nan nan nan nan nan
1.900000000000000133e+00 nan nan nan nan nan
1.910000000000000142e+00 nan nan nan nan nan
1.919999999999999929e+00 nan nan nan nan nan
1.929999999999999938e+00 nan nan nan nan nan
1.939999999999999947e+00 nan nan nan nan nan
1.949999999999999956e+00 nan nan nan nan nan
1.959999999999999964e+00 nan nan nan nan nan
1.969999999999999973e+00 nan nan nan nan nan
1.979999999999999982e+00 nan nan nan nan nan
1.989999999999999991e+00 nan nan nan nan nan
2.000000000000000000e+00 nan nan nan nan nan
2.010000000000000231e+00 nan nan nan nan nan
2.020000000000000018e+00 nan nan nan nan nan
2.030000000000000249e+00 nan nan nan nan nan
2.040000000000000036e+00 nan nan nan nan nan
2.049999999999999822e+00 nan nan nan nan nan
2.060000000000000053e+00 nan nan nan nan nan
2.069999999999999840e+00 nan nan nan nan nan
2.080000000000000071e+00 nan nan nan nan nan
2.089999999999999858e+00 nan nan nan nan nan
2.100000000000000089e+00 nan nan nan nan nan
2.109999999999999876e+00 nan nan nan nan nan
2.120000000000000107e+00 nan nan nan nan nan
2.129999999999999893e+00 nan nan nan nan nan
2.140000000000000124e+00 nan nan nan nan nan
2.149999999999999911e+00 nan nan nan nan nan
2.160000000000000142e+00 nan nan nan nan nan
2.169999999999999929e+00 nan nan nan nan nan
2.180000000000000160e+00 nan nan nan nan nan
2.189999999999999947e+00 nan nan nan nan nan
2.200000000000000178e+00 nan nan nan nan nan
2.209999999999999964e+00 nan nan nan nan nan
2.220000000000000195e+00 nan nan nan nan nan
2.229999999999999982e+00 nan nan nan nan nan
2.240000000000000213e+00 nan nan nan nan nan
2.250000000000000000e+00 nan nan nan nan nan
2.260000000000000231e+00 nan nan nan nan nan
2.270000000000000018e+00 nan nan nan nan nan
2.280000000000000249e+00 nan nan nan nan nan
2.290000000000000036e+00 nan nan nan nan nan
2.300000000000000266e+00 nan nan nan nan nan
2.310000000000000053e+00 nan nan nan nan nan
2.319999999999999840e+00 nan nan nan nan nan
2.330000000000000071e+00 nan nan nan nan nan
2.339999999999999858e+00 nan nan nan nan nan
2.350000000000000089e+00 nan nan nan nan nan
2.359999999999999876e+00 nan nan nan nan nan
2.370000000000000107e+00 nan nan nan nan nan
2.379999999999999893e+00 nan nan nan nan nan
2.390000000000000124e+00 nan nan nan nan nan
2.399999999999999911e+00 nan nan nan nan nan
2.410000000000000142e+00 nan nan nan nan nan
2.419999999999999929e+00 nan nan nan nan nan
2.430000000000000160e+00 nan nan nan nan nan
2.439999999999999947e+00 nan nan nan nan nan
2.450000000000000178e+00 nan nan nan nan nan
2.459999999999999964e+00 nan nan nan nan nan
2.470000000000000195e+00 nan nan nan nan nan
2.479999999999999982e+00 nan nan nan nan nan
2.490000000000000213e+00 nan nan nan nan nan
2.500000000000000000e+00 nan nan nan nan nan
2.510000000000000231e+00 nan nan nan nan nan
2.520000000000000018e+00 nan nan nan nan nan
2.530000000000000249e+00 nan nan nan nan nan
2.540000000000000036e+00 nan nan nan nan nan
2.550000000000000266e+00 nan nan nan nan nan
2.560000000000000053e+00 nan nan nan nan nan
2.569999999999999840e+00 nan nan nan nan nan
2.580000000000000071e+00 nan nan nan nan nan
2.589999999999999858e+00 nan nan nan nan nan
2.600000000000000089e+00 nan nan nan nan nan
2.609999999999999876e+00 nan nan nan nan nan
2.620000000000000107e+00 nan nan nan nan nan
2.629999999999999893e+00 nan nan nan nan nan
2.640000000000000124e+00 nan nan nan nan nan
2.649999999999999911e+00 nan nan nan nan nan
2.660000000000000142e+00 nan nan nan nan nan
2.669999999999999929e+00 nan nan nan nan nan
2.680000000000000160e+00 nan nan nan nan nan
2.689999999999999947e+00 nan nan nan nan nan
2.700000000000000178e+00 nan nan nan nan nan
2.709999999999999964e+00 nan nan nan nan nan
2.720000000000000195e+00 nan nan nan nan nan
2.729999999999999982e+00 nan nan nan nan nan
2.740000000000000213e+00 nan nan nan nan nan
2.750000000000000000e+00 nan nan nan nan nan
2.760000000000000231e+00 nan nan nan nan nan
2.770000000000000018e+00 nan nan nan nan nan
2.780000000000000249e+00 nan nan nan nan nan
2.790000000000000036e+00 nan nan nan nan nan
2.800000000000000266e+00 nan nan nan nan nan
2.810000000000000053e+00 nan nan nan nan nan
2.819999999999999840e+00 nan nan nan nan nan
2.830000000000000071e+00 nan nan nan nan nan
2.839999999999999858e+00 nan nan nan nan nan
2.850000000000000089e+00 nan nan nan nan nan
2.859999999999999876e+00 nan nan nan nan nan
2.870000000000000107e+00 nan nan nan nan nan
2.879999999999999893e+00 nan nan nan nan nan
2.890000000000000124e+00 nan nan nan nan nan
2.899999999999999911e+00 nan nan nan nan nan
2.910000000000000142e+00 nan nan nan nan nan
2.919999999999999929e+00 nan nan nan nan nan
2.930000000000000160e+00 nan nan nan nan nan
2.939999999999999947e+00 nan nan nan nan nan
2.950000000000000178e+00 nan nan nan nan nan
2.959999999999999964e+00 nan nan nan nan nan
2.970000000000000195e+00 nan nan nan nan nan
2.979999999999999982e+00 nan nan nan nan nan
2.990000000000000213e+00 nan nan nan nan nan
3.000000000000000000e+00 nan nan nan nan nan
3.010000000000000231e+00 nan nan nan nan nan
3.020000000000000018e+00 nan nan nan nan nan
3.030000000000000249e+00 nan nan nan nan nan
3.040000000000000036e+00 nan nan nan nan nan
3.050000000000000266e+00 nan nan nan nan nan
3.060000000000000053e+00 nan nan nan nan nan
3.070000000000000284e+00 nan nan nan nan nan
3.080000000000000071e+00 nan nan nan nan nan
3.089999999999999858e+00 nan nan nan nan nan
3.100000000000000089e+00 nan nan nan nan nan
3.109999999999999876e+00 nan nan nan nan nan
3.120000000000000107e+00 nan nan nan nan nan
3.129999999999999893e+00 nan nan nan nan nan
3.140000000000000124e+00 nan nan nan nan nan
3.149999999999999911e+00 nan nan nan nan nan
3.160000000000000142e+00 nan nan nan nan nan
3.169999999999999929e+00 nan nan nan nan nan
3.180000000000000160e+00 nan nan nan nan nan
3.189999999999999947e+00 nan nan nan nan nan
3.200000000000000178e+00 nan nan nan nan nan
3.209999999999999964e+00 nan nan nan nan nan
3.220000000000000195e+00 nan nan nan nan nan
3.229999999999999982e+00 nan nan nan nan nan
3.240000000000000213e+00 nan nan nan nan nan
3.250000000000000000e+00 nan nan nan nan nan
3.260000000000000231e+00 nan nan nan nan nan
3.270000000000000018e+00 nan nan nan nan nan
3.280000000000000249e+00 nan nan nan nan nan
3.290000000000000036e+00 nan nan nan nan nan
3.300000000000000266e+00 nan nan nan nan nan
3.310000000000000053e+00 nan nan nan nan nan
3.320000000000000284e+00 nan nan nan nan nan
3.330000000000000071e+00 nan nan nan nan nan
3.339999999999999858e+00 nan nan nan nan nan
3.350000000000000089e+00 nan nan nan nan nan
3.359999999999999876e+00 nan nan nan nan nan
3.370000000000000107e+00 nan nan nan nan nan
3.379999999999999893e+00 nan nan nan nan nan
3.390000000000000124e+00 nan nan nan nan nan
3.399999999999999911e+00 nan nan nan nan nan
3.410000000000000142e+00 nan nan nan nan nan
3.419999999999999929e+00 nan nan nan nan nan
3.430000000000000160e+00 nan nan nan nan nan
3.439999999999999947e+00 nan nan nan nan nan
3.450000000000000178e+00 nan nan nan nan nan
3.459999999999999964e+00 nan nan nan nan nan
3.470000000000000195e+00 nan nan nan nan nan
3.479999999999999982e+00 nan nan nan nan nan
3.490000000000000213e+00 nan nan nan nan nan
3.500000000000000000e+00 nan nan nan nan nan
3.510000000000000231e+00 nan nan nan nan nan
3.520000000000000018e+00 nan nan nan nan nan
3.530000000000000249e+00 nan nan nan nan nan
3.540000000000000036e+00 nan nan nan nan nan
3.550000000000000266e+00 nan nan nan nan nan
3.560000000000000053e+00 nan nan nan nan nan
3.570000000000000284e+00 nan nan nan nan nan
3.580000000000000071e+00 nan nan nan nan nan
3.589999999999999858e+00 nan nan nan nan nan
3.600000000000000089e+00 nan nan nan nan nan
3.609999999999999876e+00 nan nan nan nan nan
3.620000000000000107e+00 nan nan nan nan nan
3.629999999999999893e+00 nan nan nan nan nan
3.640000000000000124e+00 nan nan nan nan nan
3.649999999999999911e+00 nan nan nan nan nan
3.660000000000000142e+00 nan nan nan nan nan
3.669999999999999929e+00 nan nan nan nan nan
3.680000000000000160e+00 nan nan nan nan nan
3.689999999999999947e+00 nan nan nan nan nan
3.700000000000000178e+00 nan nan nan nan nan
3.709999999999999964e+00 nan nan nan nan nan
3.720000000000000195e+00 nan nan nan nan nan
3.729999999999999982e+00 nan nan nan nan nan
3.740000000000000213e+00 nan nan nan nan nan
3.750000000000000000e+00 nan nan nan nan nan
3.760000000000000231e+00 nan nan nan nan nan
3.770000000000000018e+00 nan nan nan nan nan
3.780000000000000249e+00 nan nan nan nan nan
3.790000000000000036e+00 nan nan nan nan nan
3.800000000000000266e+00 nan nan nan nan nan
3.810000000000000053e+00 nan nan nan nan nan
3.820000000000000284e+00 nan nan nan nan nan
3.830000000000000071e+00 nan nan nan nan nan
3.839999999999999858e+00 nan nan nan nan nan
3.850000000000000089e+00 nan nan nan nan nan
3.859999999999999876e+00 nan nan nan nan nan
3.870000000000000107e+00 nan nan nan nan nan
3.879999999999999893e+00 nan nan nan nan nan
3.890000000000000124e+00 nan nan nan nan nan
3.899999999999999911e+00 nan nan nan nan nan
3.910000000000000142e+00 nan nan nan nan nan
3.919999999999999929e+00 nan nan nan nan nan
3.930000000000000160e+00 nan nan nan nan nan
3.939999999999999947e+00 nan nan nan nan nan
3.950000000000000178e+00 nan nan nan nan nan
3.959999999999999964e+00 nan nan nan nan nan
3.970000000000000195e+00 nan nan nan nan nan
3.979999999999999982e+00 nan nan nan nan nan
3.990000000000000213e+00 nan nan nan nan nan
4.000000000000000000e+00 nan nan nan nan nan
4.009999999999999787e+00 nan nan nan nan nan
4.020000000000000462e+00 nan nan nan nan nan
4.030000000000000249e+00 nan nan nan nan nan
4.040000000000000036e+00 nan nan nan nan nan
4.049999999999999822e+00 nan nan nan nan nan
4.060000000000000497e+00 nan nan nan nan nan
4.070000000000000284e+00 nan nan nan nan nan
4.080000000000000071e+00 nan nan nan nan nan
4.089999999999999858e+00 nan nan nan nan nan
4.099999999999999645e+00 nan nan nan nan nan
4.110000000000000320e+00 nan nan nan nan nan
4.120000000000000107e+00 nan nan nan nan nan
4.129999999999999893e+00 nan nan nan nan nan
4.139999999999999680e+00 nan nan nan nan nan
4.150000000000000355e+00 nan nan nan nan nan
4.160000000000000142e+00 nan nan nan nan nan
4.169999999999999929e+00 nan nan nan nan nan
4.179999999999999716e+00 nan nan nan nan nan
4.190000000000000391e+00 nan nan nan nan nan
4.200000000000000178e+00 nan nan nan nan nan
4.209999999999999964e+00 nan nan nan nan nan
4.219999999999999751e+00 nan nan nan nan nan
4.230000000000000426e+00 nan nan nan nan nan
4.240000000000000213e+00 nan nan nan nan nan
4.250000000000000000e+00 nan nan nan nan nan
4.259999999999999787e+00 nan nan nan nan nan
4.270000000000000462e+00 nan nan nan nan nan
4.280000000000000249e+00 nan nan nan nan nan
4.290000000000000036e+00 nan nan nan nan nan
4.299999999999999822e+00 nan nan nan nan nan
4.310000000000000497e+00 nan nan nan nan nan
4.320000000000000284e+00 nan nan nan nan nan
4.330000000000000071e+00 nan nan nan nan nan
4.339999999999999858e+00 nan nan nan nan nan
4.350000000000000533e+00 nan nan nan nan nan
4.360000000000000320e+00 nan nan nan nan nan
4.370000000000000107e+00 nan nan nan nan nan
4.379999999999999893e+00 nan nan nan nan nan
4.389999999999999680e+00 nan nan nan nan nan
4.400000000000000355e+00 nan nan nan nan nan
4.410000000000000142e+00 nan nan nan nan nan
4.419999999999999929e+00 nan nan nan nan nan
4.429999999999999716e+00 nan nan nan nan nan
4.440000000000000391e+00 nan nan nan nan nan
4.450000000000000178e+00 nan nan nan nan nan
4.459999999999999964e+00 nan nan nan nan nan
4.469999999999999751e+00 nan nan nan nan nan
4.480000000000000426e+00 nan nan nan nan nan
4.490000000000000213e+00 nan nan nan nan nan
4.500000000000000000e+00 nan nan nan nan nan
4.509999999999999787e+00 nan nan nan nan nan
4.520000000000000462e+00 nan nan nan nan nan
4.530000000000000249e+00 nan nan nan nan nan
4.540000000000000036e+00 nan nan nan nan nan
4.549999999999999822e+00 nan nan nan nan nan
4.560000000000000497e+00 nan nan nan nan nan
4.570000000000000284e+00 nan nan nan nan nan
4.580000000000000071e+00 nan nan nan nan nan
4.589999999999999858e+00 nan nan nan nan nan
4.600000000000000533e+00 nan nan nan nan nan
4.610000000000000320e+00 nan nan nan nan nan
4.620000000000000107e+00 nan nan nan nan nan
4.629999999999999893e+00 nan nan nan nan nan
4.639999999999999680e+00 nan nan nan nan nan
4.650000000000000355e+00 nan nan nan nan nan
4.660000000000000142e+00 nan nan nan nan nan
4.669999999999999929e+00 nan nan nan nan nan
4.679999999999999716e+00 nan nan nan nan nan
4.690000000000000391e+00 nan nan nan nan nan
4.700000000000000178e+00 nan nan nan nan nan
4.709999999999999964e+00 nan nan nan nan nan
4.719999999999999751e+00 nan nan nan nan nan
4.730000000000000426e+00 nan nan nan nan nan
4.740000000000000213e+00 nan nan nan nan nan
4.750000000000000000e+00 nan nan nan nan nan
4.759999999999999787e+00 nan nan nan nan nan
4.770000000000000462e+00 nan nan nan nan nan
4.780000000000000249e+00 nan nan nan nan nan
4.790000000000000036e+00 nan nan nan nan nan
4.799999999999999822e+00 nan nan nan nan nan
4.810000000000000497e+00 nan nan nan nan nan
4.820000000000000284e+00 nan nan nan nan nan
4.830000000000000071e+00 nan nan nan nan nan
4.839999999999999858e+00 nan nan nan nan nan
4.850000000000000533e+00 nan nan nan nan nan
4.860000000000000320e+00 nan nan nan nan nan
4.870000000000000107e+00 nan nan nan nan nan
4.879999999999999893e+00 nan nan nan nan nan
4.889999999999999680e+00 nan nan nan nan nan
4.900000000000000355e+00 nan nan nan nan nan
4.910000000000000142e+00 nan nan nan nan nan
4.919999999999999929e+00 nan nan nan nan nan
4.929999999999999716e+00 nan nan nan nan nan
4.940000000000000391e+00 nan nan nan nan nan
4.950000000000000178e+00 nan nan nan nan nan
4.959999999999999964e+00 nan nan nan nan nan
4.969999999999999751e+00 nan nan nan nan nan
4.980000000000000426e+00 nan nan nan nan nan
4.990000000000000213e+00 nan nan nan nan nan
5.000000000000000000e+00 nan nan nan nan nan
5.009999999999999787e+00 nan nan nan nan nan
5.020000000000000462e+00 nan nan nan nan nan
5.030000000000000249e+00 nan nan nan nan nan
5.040000000000000036e+00 nan nan nan nan nan
5.049999999999999822e+00 nan nan nan nan nan
5.060000000000000497e+00 nan nan nan nan nan
5.070000000000000284e+00 nan nan nan nan nan
5.080000000000000071e+00 nan nan nan nan nan
5.089999999999999858e+00 nan nan nan nan nan
5.100000000000000533e+00 nan nan nan nan nan
5.110000000000000320e+00 nan nan nan nan nan
5.120000000000000107e+00 nan nan nan nan nan
5.129999999999999893e+00 nan nan nan nan nan
5.139999999999999680e+00 nan nan nan nan nan
5.150000000000000355e+00 nan nan nan nan nan
5.160000000000000142e+00 nan nan nan nan nan
5.169999999999999929e+00 nan nan nan nan nan
5.179999999999999716e+00 nan nan nan nan nan
5.190000000000000391e+00 nan nan nan nan nan
5.200000000000000178e+00 nan nan nan nan nan
5.209999999999999964e+00 nan nan nan nan nan
5.219999999999999751e+00 nan nan nan nan nan
5.230000000000000426e+00 nan nan nan nan nan
5.240000000000000213e+00 nan nan nan nan nan
5.250000000000000000e+00 nan nan nan nan nan
5.259999999999999787e+00 nan nan nan nan nan
5.270000000000000462e+00 nan nan nan nan nan
5.280000000000000249e+00 nan nan nan nan nan
5.290000000000000036e+00 nan nan nan nan nan
5.299999999999999822e+00 nan nan nan nan nan
5.310000000000000497e+00 nan nan nan nan nan
5.320000000000000284e+00 nan nan nan nan nan
5.330000000000000071e+00 nan nan nan nan nan
5.339999999999999858e+00 nan nan nan nan nan
5.350000000000000533e+00 nan nan nan nan nan
5.360000000000000320e+00 nan nan nan nan nan
5.370000000000000107e+00 nan nan nan nan nan
5.379999999999999893e+00 nan nan nan nan nan
5.389999999999999680e+00 nan nan nan nan nan
5.400000000000000355e+00 nan nan nan nan nan
5.410000000000000142e+00 nan nan nan nan nan
5.419999999999999929e+00 nan nan nan nan nan
5.429999999999999716e+00 nan nan nan nan nan
5.440000000000000391e+00 nan nan nan nan nan
5.450000000000000178e+00 nan nan nan nan nan
5.459999999999999964e+00 nan nan nan nan nan
5.469999999999999751e+00 nan nan nan nan nan
5.480000000000000426e+00 nan nan nan nan nan
5.490000000000000213e+00 nan nan nan nan nan
5.500000000000000000e+00 nan nan nan nan nan
